id_parlamentar;id_parlamentar_parlametria;casa;legislatura;nome;partido;uf;situacao;em_exercicio;governismo;disciplina;partido_disciplina;partido_atual;votos_validos;num_seguiu;bancada_suficiente;;;;;;;;;;
141421;1141421;camara;53;Eduardo Da Fonte;PP;PE;Titular;1;3,09829009;0,893569845;PP;PP;451;403;VERDADEIRO;;;;;;;;;;
178924;1178924;camara;55;Capitão Fábio Abreu;PL;PI;Titular;1;3,118579816;0,792;PL;PL;250;198;VERDADEIRO;;;;;;;;;;
141515;1141515;camara;53;Otavio Leite;PSDB;RJ;Titular;0;3,119091391;0,973684211;PSDB;PSDB;38;37;VERDADEIRO;;;;;;;;;;
194260;1194260;camara;55;Nivaldo Albuquerque;PTB;AL;Titular;1;3,127326262;0,80890538;PTB;PTB;539;436;VERDADEIRO;;;;;;;;;;
160532;1160532;camara;54;Eli Corrêa Filho;DEM;SP;Titular;1;3,129079754;0,88559322;DEM;DEM;472;418;VERDADEIRO;;;;;;;;;;
74319;174319;camara;51;Paes Landim;PTB;PI;Suplente;0;3,135841198;0,894736842;PTB;PTB;171;153;VERDADEIRO;;;;;;;;;;
160667;1160667;camara;54;Guilherme Mussi;PP;SP;Titular;1;3,139254187;0,910852713;PP;PP;258;235;VERDADEIRO;;;;;;;;;;
178945;1178945;camara;55;Rosangela Gomes;REPUBLICANOS;RJ;Titular;1;3,148009068;0,717601547;REPUBLICANOS;REPUBLICANOS;517;371;VERDADEIRO;;;;;;;;;;
204408;1204408;camara;56;Gustinho Ribeiro;SOLIDARIEDADE;SE;Titular;1;3,158748585;0,861538462;SOLIDARIEDADE;SOLIDARIEDADE;520;448;VERDADEIRO;;;;;;;;;;
178843;1178843;camara;55;Marx Beltrão;PSD;AL;Titular;1;3,160835895;0,879227053;PSD;PSD;414;364;VERDADEIRO;;;;;;;;;;
160559;1160559;camara;54;Alceu Moreira;MDB;RS;Titular;1;3,170078296;0,828512397;MDB;MDB;484;401;VERDADEIRO;;;;;;;;;;
204517;1204517;camara;56;Zé Vitor;PL;MG;Titular;1;3,176078588;0,922897196;PL;PL;428;395;VERDADEIRO;;;;;;;;;;
204517;1204517;camara;56;Zé Vitor;PL;MG;Titular;1;3,176078588;0;PMN;PL;28;0;;;;;;;;;;;
178937;1178937;camara;55;Altineu Côrtes;PL;RJ;Titular;1;3,184021384;0,85;PL;PL;300;255;VERDADEIRO;;;;;;;;;;
204425;1204425;camara;56;Silvio Costa Filho;REPUBLICANOS;PE;Titular;1;3,184391928;0,766519824;REPUBLICANOS;REPUBLICANOS;454;348;VERDADEIRO;;;;;;;;;;
204457;1204457;camara;56;Juninho Do Pneu;DEM;RJ;Titular;1;3,194093701;0,878571429;DEM;DEM;560;492;VERDADEIRO;;;;;;;;;;
178975;1178975;camara;55;Baleia Rossi;MDB;SP;Titular;1;3,196932669;0,853233831;MDB;MDB;402;343;VERDADEIRO;;;;;;;;;;
141555;1141555;camara;53;Vinicius Carvalho;REPUBLICANOS;SP;Titular;1;3,21111169;0,724358974;REPUBLICANOS;REPUBLICANOS;468;339;VERDADEIRO;;;;;;;;;;
204440;1204440;camara;56;Christino Aureo;PP;RJ;Titular;1;3,217971877;0,907272727;PP;PP;550;499;VERDADEIRO;;;;;;;;;;
204437;1204437;camara;56;Severino Pessoa;REPUBLICANOS;AL;Titular;1;3,23448629;0,70959596;REPUBLICANOS;REPUBLICANOS;396;281;VERDADEIRO;;;;;;;;;;
204497;1204497;camara;56;Júnior Ferrari;PSD;PA;Titular;1;3,247103786;0,844178082;PSD;PSD;584;493;VERDADEIRO;;;;;;;;;;
198197;1198197;camara;56;Greyce Elias;AVANTE;MG;Titular;1;3,25061959;0,697727273;AVANTE;AVANTE;440;307;VERDADEIRO;;;;;;;;;;
141434;1141434;camara;53;Flaviano Melo;MDB;AC;Titular;1;3,258836964;0,846846847;MDB;MDB;444;376;VERDADEIRO;;;;;;;;;;
128760;1128760;camara;54;Paulo Marinho Jr;PL;MA;Suplente;1;3,267324958;0,894308943;PL;PL;123;110;VERDADEIRO;;;;;;;;;;
204518;1204518;camara;56;Dr. Frederico;PATRIOTA;MG;Titular;1;3,283253554;0,439583333;PATRIOTA;PATRIOTA;480;211;VERDADEIRO;;;;;;;;;;
204441;1204441;camara;56;Otoni De Paula;PSC;RJ;Titular;1;3,289784836;0,598308668;PSC;PSC;473;283;VERDADEIRO;;;;;;;;;;
204479;1204479;camara;56;Nicoletti;PSL;RR;Titular;1;3,294319378;0,887245841;PSL;PSL;541;480;VERDADEIRO;;;;;;;;;;
204420;1204420;camara;56;Julian Lemos;PSL;PB;Titular;1;3,311484926;0,931481481;PSL;PSL;540;503;VERDADEIRO;;;;;;;;;;
204490;1204490;camara;56;Charlles Evangelista;PSL;MG;Titular;1;3,332484861;0,915904936;PSL;PSL;547;501;VERDADEIRO;;;;;;;;;;
109429;1109429;camara;56;Benes Leocádio;REPUBLICANOS;RN;Titular;1;3,334980668;0,718929254;REPUBLICANOS;REPUBLICANOS;523;376;VERDADEIRO;;;;;;;;;;
204554;1204554;camara;56;Abílio Santana;PL;BA;Titular;1;4,456388114;0,930769231;PL;PL;520;484;VERDADEIRO;;;;;;;;;;
109429;1109429;camara;56;Benes Leocádio;REPUBLICANOS;RN;Titular;1;3,334980668;0;PTC;REPUBLICANOS;17;0;;;;;;;;;;;
178860;1178860;camara;55;Paulo Azi;DEM;BA;Titular;1;3,341780914;0,822966507;DEM;DEM;418;344;VERDADEIRO;;;;;;;;;;
74366;174366;camara;52;João Campos;REPUBLICANOS;GO;Titular;1;3,391193233;0,733502538;REPUBLICANOS;REPUBLICANOS;394;289;VERDADEIRO;;;;;;;;;;
141431;1141431;camara;53;Fernando Coelho Filho;DEM;PE;Titular;1;3,40759638;0,865882353;DEM;DEM;425;368;VERDADEIRO;;;;;;;;;;
204476;1204476;camara;56;Chiquinho Brazão;AVANTE;RJ;Titular;1;3,418338093;0,627992634;AVANTE;AVANTE;543;341;VERDADEIRO;;;;;;;;;;
204512;1204512;camara;56;Delegado Marcelo Freitas;PSL;MG;Titular;1;3,426384774;0,925989673;PSL;PSL;581;538;VERDADEIRO;;;;;;;;;;
204569;1204569;camara;56;Delegado Pablo;PSL;AM;Titular;1;3,431993748;0,948770492;PSL;PSL;488;463;VERDADEIRO;;;;;;;;;;
1249;21249;senado;53;Kátia Abreu;PP;TO;Titular;1;3,450397739;0,891304348;PP;PP;46;41;VERDADEIRO;;;;;;;;;;
204548;1204548;camara;56;Heitor Freire;PSL;CE;Titular;1;3,456916857;0,917894737;PSL;PSL;475;436;VERDADEIRO;;;;;;;;;;
75431;175431;camara;54;Maurício Dziedricki;PTB;RS;Titular;1;3,457317357;0,842718447;PTB;PTB;515;434;VERDADEIRO;;;;;;;;;;
4560;24560;senado;54;Sérgio Petecão;PSD;AC;Titular;1;3,46186567;0,916666667;PSD;PSD;60;55;VERDADEIRO;;;;;;;;;;
204446;1204446;camara;56;Professor Joziel;PSL;RJ;Titular;1;3,464538652;0,88700565;PSL;PSL;531;471;VERDADEIRO;;;;;;;;;;
108338;1108338;camara;56;Jaqueline Cassol;PP;RO;Titular;1;3,491051353;0,906614786;PP;PP;514;466;VERDADEIRO;;;;;;;;;;
204465;1204465;camara;56;Haroldo Cathedral;PSD;RR;Titular;1;3,493184133;0,894523327;PSD;PSD;493;441;VERDADEIRO;;;;;;;;;;
178930;1178930;camara;55;Roman;PATRIOTA;PR;Suplente;1;3,493654737;0,822115385;PSD;PATRIOTA;208;171;;;;;;;;;;;
178930;1178930;camara;55;Roman;PATRIOTA;PR;Suplente;1;3,493654737;0,428015564;PATRIOTA;PATRIOTA;257;110;VERDADEIRO;;;;;;;;;;
195866;1195866;camara;55;Vaidon Oliveira;PROS;CE;Titular;1;3,49827972;0,670378619;PROS;PROS;449;301;VERDADEIRO;;;;;;;;;;
204362;1204362;camara;56;Ricardo Guidi;PSD;SC;Titular;1;3,499019417;0,893186004;PSD;PSD;543;485;VERDADEIRO;;;;;;;;;;
74212;174212;camara;51;Aníbal Gomes;DEM;CE;Suplente;0;3,501402859;0,936363636;DEM;DEM;110;103;VERDADEIRO;;;;;;;;;;
5929;25929;senado;56;Juíza Selma;PODEMOS;MT;Titular;0;3,502904917;1;PSL;PODEMOS;6;6;;;;;;;;;;;
5929;25929;senado;56;Juíza Selma;PODEMOS;MT;Titular;0;3,502904917;0,75;PODEMOS;PODEMOS;16;12;VERDADEIRO;;;;;;;;;;
204387;1204387;camara;56;Sargento Fahur;PSD;PR;Titular;1;3,504549431;0,83697479;PSD;PSD;595;498;VERDADEIRO;;;;;;;;;;
160534;1160534;camara;54;Lauriete;PL;ES;Titular;1;3,506404357;0,858227848;PL;PSC;395;339;;;;;;;;;;;
160534;1160534;camara;54;Lauriete;PL;ES;Titular;1;3,506404357;0,671717172;PSC;PSC;198;133;VERDADEIRO;;;;;;;;;;
204447;1204447;camara;56;Flordelis;PSD;RJ;Titular;1;3,509492895;0,897233202;PSD;PSD;506;454;VERDADEIRO;;;;;;;;;;
141422;1141422;camara;53;Efraim Filho;DEM;PB;Titular;1;3,520192597;0,861111111;DEM;DEM;324;279;VERDADEIRO;;;;;;;;;;
178933;1178933;camara;55;Sergio Souza;MDB;PR;Titular;1;3,52869594;0,850775194;MDB;MDB;516;439;VERDADEIRO;;;;;;;;;;
5967;25967;senado;56;Angelo Coronel;PSD;BA;Titular;1;3,54143066;0,947368421;PSD;PSD;76;72;VERDADEIRO;;;;;;;;;;
204431;1204431;camara;56;Marcos Aurélio Sampaio;MDB;PI;Titular;1;3,548361239;0,853846154;MDB;MDB;520;444;VERDADEIRO;;;;;;;;;;
204450;1204450;camara;56;Dr. Luiz Antonio Teixeira Jr.;PP;RJ;Titular;1;3,557083328;0,917159763;PP;PP;507;465;VERDADEIRO;;;;;;;;;;
178934;1178934;camara;55;Toninho Wandscheer;PROS;PR;Titular;1;3,571075383;0,760504202;PROS;PROS;476;362;VERDADEIRO;;;;;;;;;;
74471;174471;camara;51;André De Paula;PSD;PE;Titular;1;3,57604641;0,912778905;PSD;PSD;493;450;VERDADEIRO;;;;;;;;;;
160651;1160651;camara;54;Rogério Peninha Mendonça;MDB;SC;Titular;1;3,577786546;0,786813187;MDB;MDB;455;358;VERDADEIRO;;;;;;;;;;
3777;23777;senado;56;Eduardo Gomes;MDB;TO;Titular;1;3,599869735;0,910447761;MDB;MDB;67;61;VERDADEIRO;;;;;;;;;;
209189;1209189;camara;56;Joseildo Ramos;PT;BA;Suplente;1;-5,867166239;0,922465209;PT;PT;503;464;VERDADEIRO;;;;;;;;;;
204448;1204448;camara;56;Luiz Antônio Corrêa;PL;RJ;Titular;1;3,605696426;0,930787589;PL;PL;419;390;VERDADEIRO;;;;;;;;;;
204448;1204448;camara;56;Luiz Antônio Corrêa;PL;RJ;Titular;1;3,605696426;0;DC;PL;19;0;;;;;;;;;;;
204448;1204448;camara;56;Luiz Antônio Corrêa;PL;RJ;Titular;1;3,605696426;0;SPARTIDO;PL;112;0;;;;;;;;;;;
116379;1116379;camara;56;Darci De Matos;PSD;SC;Titular;1;3,612903538;0,913793103;PSD;PSD;464;424;VERDADEIRO;;;;;;;;;;
204422;1204422;camara;56;Ossesio Silva;REPUBLICANOS;PE;Titular;1;3,612937688;0,718213058;REPUBLICANOS;REPUBLICANOS;582;418;VERDADEIRO;;;;;;;;;;
112437;1112437;camara;55;João Marcelo Souza;MDB;MA;Titular;1;3,613074237;0,866504854;MDB;MDB;412;357;VERDADEIRO;;;;;;;;;;
166402;1166402;camara;54;Magda Mofatto;PL;GO;Titular;1;3,615313082;0,888211382;PL;PL;492;437;VERDADEIRO;;;;;;;;;;
73441;173441;camara;51;Celso Russomanno;REPUBLICANOS;SP;Titular;1;3,624507843;0,716517857;REPUBLICANOS;REPUBLICANOS;448;321;VERDADEIRO;;;;;;;;;;
215045;1215045;camara;56;Pedro Augusto Palareti;PSD;RJ;Efetivado;1;3,629963854;0,93442623;PSD;PSD;61;57;VERDADEIRO;;;;;;;;;;
204415;1204415;camara;56;Nereu Crispim;PSL;RS;Titular;1;3,630878574;0,935727788;PSL;PSL;529;495;VERDADEIRO;;;;;;;;;;
122974;1122974;camara;56;Pedro Lucas Fernandes;PTB;MA;Titular;1;3,636332411;0,832271762;PTB;PTB;471;392;VERDADEIRO;;;;;;;;;;
204456;1204456;camara;56;Gutemberg Reis;MDB;RJ;Titular;1;3,64155203;0,852494577;MDB;MDB;461;393;VERDADEIRO;;;;;;;;;;
204414;1204414;camara;56;Aroldo Martins;REPUBLICANOS;PR;Titular;1;3,652659562;0,722222222;REPUBLICANOS;REPUBLICANOS;558;403;VERDADEIRO;;;;;;;;;;
205550;1205550;camara;56;Jorge Braz;REPUBLICANOS;RJ;Efetivado;1;3,655113119;0,758426966;REPUBLICANOS;REPUBLICANOS;534;405;VERDADEIRO;;;;;;;;;;
152610;1152610;camara;53;Roberto Alves;REPUBLICANOS;SP;Titular;1;3,660705534;0,72854641;REPUBLICANOS;REPUBLICANOS;571;416;VERDADEIRO;;;;;;;;;;
178959;1178959;camara;55;Hiran Gonçalves;PP;RR;Titular;1;3,667461162;0,908256881;PP;PP;436;396;VERDADEIRO;;;;;;;;;;
215044;1215044;camara;56;Vivi Reis;PSOL;PA;Efetivado;1;-8,726347509;0,941176471;PSOL;PSOL;51;48;VERDADEIRO;;;;;;;;;;
204379;1204379;camara;56;Acácio Favacho;PROS;AP;Titular;1;3,669829708;0,722222222;PROS;PROS;432;312;VERDADEIRO;;;;;;;;;;
204372;1204372;camara;56;Julio Cesar Ribeiro;REPUBLICANOS;DF;Titular;1;3,674036039;0,739750446;REPUBLICANOS;REPUBLICANOS;561;415;VERDADEIRO;;;;;;;;;;
178829;1178829;camara;55;Capitão Augusto;PL;SP;Titular;1;3,690476885;0,860254083;PL;PL;551;474;VERDADEIRO;;;;;;;;;;
178962;1178962;camara;55;Carlos Gomes;REPUBLICANOS;RS;Titular;1;3,705355527;0,736030829;REPUBLICANOS;REPUBLICANOS;519;382;VERDADEIRO;;;;;;;;;;
150418;1150418;camara;53;Márcio Marinho;REPUBLICANOS;BA;Titular;1;3,708908392;0,74025974;REPUBLICANOS;REPUBLICANOS;462;342;VERDADEIRO;;;;;;;;;;
204368;1204368;camara;56;Fabio Schiochet;PSL;SC;Titular;1;3,720043464;0,928571429;PSL;PSL;462;429;VERDADEIRO;;;;;;;;;;
207309;1207309;camara;56;Enéias Reis;PSL;MG;Suplente;0;3,724886854;0,928571429;PSL;PSL;336;312;VERDADEIRO;;;;;;;;;;
204392;1204392;camara;56;Francisco Jr.;PSD;GO;Titular;1;3,732766187;0,902621723;PSD;PSD;534;482;VERDADEIRO;;;;;;;;;;
98057;198057;camara;56;Lafayette De Andrada;REPUBLICANOS;MG;Titular;1;3,738531361;0,702702703;REPUBLICANOS;REPUBLICANOS;481;338;VERDADEIRO;;;;;;;;;;
204540;1204540;camara;56;Maria Rosas;REPUBLICANOS;SP;Titular;1;3,743452586;0,721202003;REPUBLICANOS;REPUBLICANOS;599;432;VERDADEIRO;;;;;;;;;;
204536;1204536;camara;56;Kim Kataguiri;DEM;SP;Titular;1;3,744519065;0,692982456;DEM;DEM;456;316;VERDADEIRO;;;;;;;;;;
204576;1204576;camara;56;João Roma;REPUBLICANOS;BA;Titular;0;3,747801032;0,694570136;REPUBLICANOS;REPUBLICANOS;442;307;VERDADEIRO;;;;;;;;;;
5732;25732;senado;56;Rodrigo Pacheco;DEM;MG;Titular;1;3,758536515;0,885245902;DEM;DEM;61;54;VERDADEIRO;;;;;;;;;;
160510;1160510;camara;54;Luis Tibé;AVANTE;MG;Titular;1;3,761641322;0,684684685;AVANTE;AVANTE;333;228;VERDADEIRO;;;;;;;;;;
204356;1204356;camara;56;Amaro Neto;REPUBLICANOS;ES;Titular;1;3,766012263;0,710120069;REPUBLICANOS;REPUBLICANOS;583;414;VERDADEIRO;;;;;;;;;;
204547;1204547;camara;56;Léo Motta;PSL;MG;Titular;1;3,779825971;0,874226804;PSL;PSL;485;424;VERDADEIRO;;;;;;;;;;
92102;192102;camara;56;Leur Lomanto Júnior;DEM;BA;Titular;1;3,78512078;0,827292111;DEM;DEM;469;388;VERDADEIRO;;;;;;;;;;
204491;1204491;camara;56;Gilberto Abramo;REPUBLICANOS;MG;Titular;1;3,786610171;0,716117216;REPUBLICANOS;REPUBLICANOS;546;391;VERDADEIRO;;;;;;;;;;
204396;1204396;camara;56;Vermelho;PSD;PR;Titular;1;3,799474782;0,912951168;PSD;PSD;471;430;VERDADEIRO;;;;;;;;;;
204572;1204572;camara;56;Capitão Alberto Neto;REPUBLICANOS;AM;Titular;1;3,805326295;0,759493671;REPUBLICANOS;REPUBLICANOS;474;360;VERDADEIRO;;;;;;;;;;
162332;1162332;camara;54;Luiz Nishimori;PL;PR;Titular;1;3,835531142;0,885601578;PL;PL;507;449;VERDADEIRO;;;;;;;;;;
129618;1129618;camara;52;Gorete Pereira;PR;CE;Titular;0;3,847216038;0,974358974;PL;PL;39;38;VERDADEIRO;;;;;;;;;;
154178;1154178;camara;53;Milton Vieira;REPUBLICANOS;SP;Titular;1;3,860861164;0,721382289;REPUBLICANOS;REPUBLICANOS;463;334;VERDADEIRO;;;;;;;;;;
160558;1160558;camara;54;Paulo Freire Costa;PL;SP;Titular;1;3,871183099;0,9348659;PL;PL;522;488;VERDADEIRO;;;;;;;;;;
179000;1179000;camara;55;Marcelo Álvaro Antônio;PSL;MG;Titular;1;3,876071719;0,917293233;PSL;PSL;133;122;VERDADEIRO;;;;;;;;;;
74090;174090;camara;51;Átila Lins;PP;AM;Titular;1;3,878208945;0,929824561;PP;PP;456;424;VERDADEIRO;;;;;;;;;;
178993;1178993;camara;55;Carlos Henrique Gaguim;DEM;TO;Titular;1;3,885841512;0,850364964;DEM;DEM;548;466;VERDADEIRO;;;;;;;;;;
74044;174044;camara;52;Wilson Santiago;PTB;PB;Titular;1;2,89279224;0,808314088;PTB;PTB;433;350;VERDADEIRO;;;;;;;;;;
204481;1204481;camara;56;Dr. Jaziel;PL;CE;Titular;1;3,889303464;0,844444444;PL;PL;495;418;VERDADEIRO;;;;;;;;;;
204436;1204436;camara;56;Isnaldo Bulhões Jr.;MDB;AL;Titular;1;3,8928954;0,827777778;MDB;MDB;360;298;VERDADEIRO;;;;;;;;;;
74459;174459;camara;51;Átila Lira;PP;PI;Titular;1;3,895615664;0,928759894;PP;PP;379;352;VERDADEIRO;;;;;;;;;;
74459;174459;camara;51;Átila Lira;PP;PI;Titular;1;3,895615664;0,187817259;PSB;PP;197;37;;;;;;;;;;;
141428;1141428;camara;53;Fábio Faria;PSD;RN;Titular;0;3,911982698;0,918699187;PSD;PSD;123;113;VERDADEIRO;;;;;;;;;;
143632;1143632;camara;54;Domingos Neto;PSD;CE;Titular;1;3,950267474;0,920886076;PSD;PSD;316;291;VERDADEIRO;;;;;;;;;;
178928;1178928;camara;55;Christiane De Souza Yared;PL;PR;Titular;1;3,95275684;0,905084746;PL;PL;590;534;VERDADEIRO;;;;;;;;;;
204567;1204567;camara;56;Raimundo Costa;PL;BA;Titular;1;3,963136739;0,902869757;PL;PL;453;409;VERDADEIRO;;;;;;;;;;
204567;1204567;camara;56;Raimundo Costa;PL;BA;Titular;1;3,963136739;0;PRP;PL;17;0;;;;;;;;;;;
74043;174043;camara;52;Wellington Roberto;PL;PB;Titular;1;3,988989747;0,865497076;PL;PL;171;148;VERDADEIRO;;;;;;;;;;
204570;1204570;camara;56;Pastor Gil;PL;MA;Titular;1;4,000629273;0,936708861;PL;PL;395;370;VERDADEIRO;;;;;;;;;;
204570;1204570;camara;56;Pastor Gil;PL;MA;Titular;1;4,000629273;0,035714286;PMN;PL;84;3;;;;;;;;;;;
160588;1160588;camara;54;Diego Andrade;PSD;MG;Titular;1;4,006673637;0,91005291;PSD;PSD;378;344;VERDADEIRO;;;;;;;;;;
205865;1205865;camara;56;Reinhold Stephanes Junior;PSD;PR;Suplente;1;4,007645305;0,894206549;PSD;PSD;397;355;VERDADEIRO;;;;;;;;;;
74262;174262;camara;52;Carlos Sampaio;PSDB;SP;Titular;1;1,85911501;0,907488987;PSDB;PSDB;454;412;VERDADEIRO;;;;;;;;;;
204469;1204469;camara;56;Manuel Marcos;REPUBLICANOS;AC;Não Eleito;0;4,015404691;0,672456576;REPUBLICANOS;REPUBLICANOS;403;271;VERDADEIRO;;;;;;;;;;
204472;1204472;camara;56;José Medeiros;PODE;MT;Titular;1;4,021037971;0,665306122;PODEMOS;PODEMOS;490;326;VERDADEIRO;;;;;;;;;;
204506;1204506;camara;56;Marcos Pereira;REPUBLICANOS;SP;Titular;1;4,030895212;0,77388535;REPUBLICANOS;REPUBLICANOS;314;243;VERDADEIRO;;;;;;;;;;
160601;1160601;camara;54;Pr. Marco Feliciano;REPUBLICANOS;SP;Titular;1;4,031282135;0,614457831;PODEMOS;REPUBLICANOS;249;153;;;;;;;;;;;
73891;173891;camara;51;Darcísio Perondi;MDB;RS;Suplente;0;4,07925974;0,776649746;MDB;MDB;197;153;VERDADEIRO;;;;;;;;;;
74317;174317;camara;52;Júlio Cesar;PSD;PI;Titular;1;4,411861551;0,925764192;PSD;PSD;458;424;VERDADEIRO;;;;;;;;;;
141552;1141552;camara;53;Valtenir Pereira;MDB;MT;Suplente;0;4,147110643;0,641025641;MDB;MDB;39;25;VERDADEIRO;;;;;;;;;;
74352;174352;camara;51;Nilson Pinto;PSDB;PA;Titular;1;2,106530928;0,855967078;PSDB;PSDB;486;416;VERDADEIRO;;;;;;;;;;
74356;174356;camara;51;Silas Câmara;REPUBLICANOS;AM;Titular;1;2,978328651;0,727876106;REPUBLICANOS;REPUBLICANOS;452;329;VERDADEIRO;;;;;;;;;;
